venta_id,timestamp,producto,categoria,precio_unit,cantidad,total,proveedor_id,fecha,hora,dia_sem,mes,semana
1895,2024-03-14 08:14:00,Leche Gloria Light 1L,Lácteos,4.84,1,4.84,3,2024-03-14,8,Thursday,3,11
1896,2024-06-04 13:42:00,Fideos Don Vittorio 500g,Abarrotes,2.74,3,8.22,4,2024-06-04,13,Tuesday,6,23
1897,2024-05-21 11:01:00,Arroz Costeño 5kg,Abarrotes,17.92,5,89.6,4,2024-05-21,11,Tuesday,5,21
1898,2024-05-17 06:31:00,Chancay 60g,Panadería,0.5,1,0.5,8,2024-05-17,6,Friday,5,20
1899,2024-08-29 19:46:00,Harina Blanca Flor 1kg,Abarrotes,3.2,4,12.8,4,2024-08-29,19,Thursday,8,35
1900,2024-03-16 09:28:00,Pasta Dental Colgate,Higiene,5.5,2,11.0,6,2024-03-16,9,Saturday,3,11
1901,2024-08-09 08:46:00,Agua San Luis 2.5L,Bebidas,3.6,1,3.6,1,2024-08-09,8,Friday,8,32
1902,2024-07-09 08:20:00,Agua San Luis 2.5L,Bebidas,3.5,2,7.0,1,2024-07-09,8,Tuesday,7,28
1903,2024-04-26 08:45:00,Fideos Lavaggi 500g,Abarrotes,2.56,3,7.68,4,2024-04-26,8,Friday,4,17
1904,2024-04-20 09:50:00,Coca-Cola 500ml,Bebidas,2.47,5,12.35,2,2024-04-20,9,Saturday,4,16
1905,2024-06-18 07:40:00,Pan de Molde Bimbo 500g,Panadería,6.31,3,18.93,8,2024-06-18,7,Tuesday,6,25
1906,2024-05-30 20:43:00,Leche Evaporada Gloria,Lácteos,3.15,1,3.15,3,2024-05-30,20,Thursday,5,22
1907,2024-05-04 21:18:00,Yogurt Gloria Fresa 1kg,Lácteos,6.38,1,6.38,3,2024-05-04,21,Saturday,5,18
1908,2024-08-31 20:00:00,Agua San Luis 2.5L,Bebidas,3.41,4,13.64,1,2024-08-31,20,Saturday,8,35
1909,2024-06-05 07:02:00,Pan de Molde Bimbo 500g,Panadería,6.57,2,13.14,8,2024-06-05,7,Wednesday,6,23
1910,2024-06-10 17:30:00,Lejía Clorox 900ml,Limpieza,4.54,3,13.62,6,2024-06-10,17,Monday,6,24
1911,2024-08-12 20:56:00,Aceite Primor 500ml,Abarrotes,5.25,3,15.75,4,2024-08-12,20,Monday,8,33
1912,2024-07-22 17:34:00,Galletas Soda Field,Snacks,2.77,2,5.54,7,2024-07-22,17,Monday,7,30
1913,2024-01-29 15:26:00,Azúcar Cartavio 1kg,Abarrotes,3.46,4,13.84,5,2024-01-29,15,Monday,1,5
1914,2024-01-30 08:42:00,Pañales Huggies T4 x28,Higiene,33.69,1,33.69,6,2024-01-30,8,Tuesday,1,5
1915,2024-06-29 08:53:00,Papel Higiénico Elite x4,Higiene,8.95,2,17.9,6,2024-06-29,8,Saturday,6,26
1916,2024-01-08 09:13:00,Sal Marina 1kg,Abarrotes,1.46,4,5.84,5,2024-01-08,9,Monday,1,2
1917,2024-03-07 19:25:00,Sardina Florida 425g,Conservas,4.18,2,8.36,4,2024-03-07,19,Thursday,3,10
1918,2024-08-21 08:46:00,Fideos Don Vittorio 500g,Abarrotes,2.77,2,5.54,4,2024-08-21,8,Wednesday,8,34
1919,2024-03-19 20:36:00,Coca-Cola 500ml,Bebidas,2.51,2,5.02,2,2024-03-19,20,Tuesday,3,12
1920,2024-08-30 16:08:00,Leche Gloria Light 1L,Lácteos,4.91,3,14.73,3,2024-08-30,16,Friday,8,35
1921,2024-07-24 21:58:00,Inca Kola 1.5L,Bebidas,5.59,3,16.77,1,2024-07-24,21,Wednesday,7,30
1922,2024-01-17 12:23:00,Pan de Molde Bimbo 500g,Panadería,6.38,3,19.14,8,2024-01-17,12,Wednesday,1,3
1923,2024-08-02 20:18:00,Aceite Primor 1L,Abarrotes,9.12,2,18.24,4,2024-08-02,20,Friday,8,31
1924,2024-04-15 09:15:00,Jabón Bolivar 230g,Limpieza,2.72,1,2.72,6,2024-04-15,9,Monday,4,16
1925,2024-07-12 09:32:00,Inca Kola 1.5L,Bebidas,5.6,4,22.4,1,2024-07-12,9,Friday,7,28
1926,2024-02-10 07:14:00,Coca-Cola 500ml,Bebidas,2.43,2,4.86,2,2024-02-10,7,Saturday,2,6
1927,2024-07-27 18:08:00,Leche Gloria Light 1L,Lácteos,5.01,3,15.03,3,2024-07-27,18,Saturday,7,30
1928,2024-01-20 09:45:00,Agua San Luis 2.5L,Bebidas,3.4,4,13.6,1,2024-01-20,9,Saturday,1,3
1929,2024-06-03 09:47:00,Chancay 60g,Panadería,0.51,3,1.53,8,2024-06-03,9,Monday,6,23
1930,2024-07-31 15:50:00,Arroz Costeño 1kg,Abarrotes,3.78,3,11.34,4,2024-07-31,15,Wednesday,7,31
1931,2024-03-18 07:06:00,Inca Kola 1.5L,Bebidas,5.65,3,16.95,1,2024-03-18,7,Monday,3,12
1932,2024-04-30 21:05:00,Mantequilla Gloria 100g,Lácteos,4.32,1,4.32,3,2024-04-30,21,Tuesday,4,18
1933,2024-03-12 20:24:00,Pan de Molde Bimbo 500g,Panadería,6.69,1,6.69,8,2024-03-12,20,Tuesday,3,11
1934,2024-08-31 20:28:00,Papel Higiénico Elite x4,Higiene,8.94,1,8.94,6,2024-08-31,20,Saturday,8,35
1935,2024-04-11 20:23:00,Inca Kola 1.5L,Bebidas,5.52,4,22.08,1,2024-04-11,20,Thursday,4,15
1936,2024-03-26 09:05:00,Atún Florida 170g,Conservas,3.91,1,3.91,4,2024-03-26,9,Tuesday,3,13
1937,2024-08-09 13:05:00,Arroz Costeño 5kg,Abarrotes,17.4,2,34.8,4,2024-08-09,13,Friday,8,32
1938,2024-05-13 13:03:00,Galletas Oreo 36g,Snacks,1.48,2,2.96,7,2024-05-13,13,Monday,5,20
1939,2024-07-08 20:02:00,Atún Florida 170g,Conservas,3.94,2,7.88,4,2024-07-08,20,Monday,7,28
1940,2024-08-11 09:13:00,Pañales Huggies T3 x30,Higiene,33.07,3,99.21,6,2024-08-11,9,Sunday,8,32
1941,2024-05-07 20:20:00,Chancay 60g,Panadería,0.51,2,1.02,8,2024-05-07,20,Tuesday,5,19
1942,2024-05-22 08:58:00,Chifles La Doña 80g,Snacks,1.99,1,1.99,7,2024-05-22,8,Wednesday,5,21
1943,2024-04-06 07:10:00,Agua San Luis 500ml,Bebidas,1.22,5,6.1,1,2024-04-06,7,Saturday,4,14
1944,2024-02-20 20:02:00,Aceite Primor 1L,Abarrotes,8.9,4,35.6,4,2024-02-20,20,Tuesday,2,8
1945,2024-05-04 09:26:00,Sublime 36g,Snacks,1.46,2,2.92,7,2024-05-04,9,Saturday,5,18
1946,2024-04-21 14:33:00,Leche Gloria Light 1L,Lácteos,4.93,2,9.86,3,2024-04-21,14,Sunday,4,16
1947,2024-05-24 10:18:00,Detergente Ace 850g,Limpieza,12.03,3,36.09,6,2024-05-24,10,Friday,5,21
1948,2024-05-12 21:29:00,Detergente Ace 850g,Limpieza,12.21,1,12.21,6,2024-05-12,21,Sunday,5,19
1949,2024-02-12 21:00:00,Leche Evaporada Gloria,Lácteos,3.18,2,6.36,3,2024-02-12,21,Monday,2,7
1950,2024-04-30 07:19:00,Yogurt Gloria Fresa 1kg,Lácteos,6.38,3,19.14,3,2024-04-30,7,Tuesday,4,18
1951,2024-05-17 20:03:00,Leche Gloria Entera 1L,Lácteos,4.79,3,14.37,3,2024-05-17,20,Friday,5,20
1952,2024-01-18 20:22:00,Aceite Primor 1L,Abarrotes,9.13,1,9.13,4,2024-01-18,20,Thursday,1,3
1953,2024-03-13 19:37:00,Fideos Lavaggi 500g,Abarrotes,2.48,3,7.44,4,2024-03-13,19,Wednesday,3,11
1954,2024-08-27 09:41:00,Papel Higiénico Elite x4,Higiene,8.74,3,26.22,6,2024-08-27,9,Tuesday,8,35
1955,2024-02-09 07:17:00,Queso Edam Gloria 250g,Lácteos,12.32,1,12.32,3,2024-02-09,7,Friday,2,6
1956,2024-02-02 18:21:00,Leche Gloria Entera 1L,Lácteos,4.88,3,14.64,3,2024-02-02,18,Friday,2,5
1957,2024-06-03 09:55:00,Queso Edam Gloria 250g,Lácteos,12.63,3,37.89,3,2024-06-03,9,Monday,6,23
1958,2024-02-23 07:13:00,Galletas Oreo 36g,Snacks,1.54,1,1.54,7,2024-02-23,7,Friday,2,8
1959,2024-02-06 07:20:00,Yogurt Gloria Fresa 1kg,Lácteos,6.65,1,6.65,3,2024-02-06,7,Tuesday,2,6
1960,2024-02-05 21:27:00,Pepsi 500ml,Bebidas,2.28,4,9.12,2,2024-02-05,21,Monday,2,6
1961,2024-07-13 09:25:00,Chifles La Doña 80g,Snacks,2.03,2,4.06,7,2024-07-13,9,Saturday,7,28
1962,2024-03-31 21:33:00,Galletas Oreo 36g,Snacks,1.53,1,1.53,7,2024-03-31,21,Sunday,3,13
1963,2024-02-12 14:45:00,Arroz Costeño 5kg,Abarrotes,17.86,2,35.72,4,2024-02-12,14,Monday,2,7
1964,2024-04-23 21:43:00,Pan de Molde Bimbo 500g,Panadería,6.52,1,6.52,8,2024-04-23,21,Tuesday,4,17
1965,2024-06-15 20:55:00,Pañales Huggies T4 x28,Higiene,34.72,2,69.44,6,2024-06-15,20,Saturday,6,24
1966,2024-07-05 20:24:00,Detergente Ariel 850g,Limpieza,12.26,2,24.52,6,2024-07-05,20,Friday,7,27
1967,2024-02-20 20:00:00,Inca Kola 500ml,Bebidas,2.47,5,12.35,1,2024-02-20,20,Tuesday,2,8
1968,2024-08-21 21:32:00,Leche Gloria Entera 1L,Lácteos,4.83,1,4.83,3,2024-08-21,21,Wednesday,8,34
1969,2024-06-14 08:25:00,Coca-Cola 500ml,Bebidas,2.57,1,2.57,2,2024-06-14,8,Friday,6,24
1970,2024-03-11 06:55:00,Fideos Don Vittorio 500g,Abarrotes,2.88,4,11.52,4,2024-03-11,6,Monday,3,11
1971,2024-05-05 09:55:00,Pasta Dental Colgate,Higiene,5.58,3,16.74,6,2024-05-05,9,Sunday,5,18
1972,2024-01-10 20:45:00,Leche Gloria Entera 1L,Lácteos,4.71,3,14.13,3,2024-01-10,20,Wednesday,1,2
1973,2024-01-22 20:03:00,Leche Evaporada Gloria,Lácteos,3.23,2,6.46,3,2024-01-22,20,Monday,1,4
1974,2024-03-21 09:17:00,Pepsi 500ml,Bebidas,2.32,2,4.64,2,2024-03-21,9,Thursday,3,12
1975,2024-03-26 16:57:00,Inca Kola 1.5L,Bebidas,5.63,2,11.26,1,2024-03-26,16,Tuesday,3,13
1976,2024-07-03 06:42:00,Queso Edam Gloria 250g,Lácteos,12.44,2,24.88,3,2024-07-03,6,Wednesday,7,27
1977,2024-01-17 09:09:00,Pepsi 500ml,Bebidas,2.24,3,6.72,2,2024-01-17,9,Wednesday,1,3
1978,2024-01-12 07:44:00,Shampoo Head&Shoulders,Higiene,18.4,3,55.2,6,2024-01-12,7,Friday,1,2
1979,2024-03-20 08:07:00,Inca Kola 500ml,Bebidas,2.49,3,7.47,1,2024-03-20,8,Wednesday,3,12
1980,2024-05-24 08:07:00,Agua San Luis 2.5L,Bebidas,3.43,1,3.43,1,2024-05-24,8,Friday,5,21
1981,2024-02-17 20:49:00,Agua San Luis 2.5L,Bebidas,3.56,2,7.12,1,2024-02-17,20,Saturday,2,7
1982,2024-06-12 20:56:00,Arroz Costeño 5kg,Abarrotes,17.3,2,34.6,4,2024-06-12,20,Wednesday,6,24
1983,2024-07-10 10:19:00,Arroz Costeño 1kg,Abarrotes,3.77,1,3.77,4,2024-07-10,10,Wednesday,7,28
1984,2024-02-15 09:20:00,Harina Blanca Flor 1kg,Abarrotes,3.15,4,12.6,4,2024-02-15,9,Thursday,2,7
1985,2024-03-10 11:18:00,Arroz Costeño 1kg,Abarrotes,3.85,3,11.55,4,2024-03-10,11,Sunday,3,10
1986,2024-01-24 21:22:00,Fideos Don Vittorio 500g,Abarrotes,2.79,5,13.95,4,2024-01-24,21,Wednesday,1,4
1987,2024-01-10 18:09:00,Aceite Primor 1L,Abarrotes,8.94,5,44.7,4,2024-01-10,18,Wednesday,1,2
1988,2024-03-29 15:13:00,Pañales Huggies T4 x28,Higiene,34.41,2,68.82,6,2024-03-29,15,Friday,3,13
1989,2024-05-21 14:05:00,Chifles La Doña 80g,Snacks,2.03,3,6.09,7,2024-05-21,14,Tuesday,5,21
1990,2024-02-25 20:59:00,Fideos Don Vittorio 500g,Abarrotes,2.8,1,2.8,4,2024-02-25,20,Sunday,2,8
1991,2024-05-01 09:20:00,Aceite Primor 500ml,Abarrotes,5.22,3,15.66,4,2024-05-01,9,Wednesday,5,18
1992,2024-08-18 09:06:00,Queso Edam Gloria 250g,Lácteos,12.39,3,37.17,3,2024-08-18,9,Sunday,8,33
1993,2024-02-10 21:21:00,Inca Kola 500ml,Bebidas,2.45,1,2.45,1,2024-02-10,21,Saturday,2,6
1994,2024-03-19 09:11:00,Detergente Ariel 850g,Limpieza,12.45,1,12.45,6,2024-03-19,9,Tuesday,3,12
1995,2024-05-31 19:46:00,Pasta Dental Colgate,Higiene,5.49,2,10.98,6,2024-05-31,19,Friday,5,22
1996,2024-03-05 16:30:00,Sal Marina 1kg,Abarrotes,1.48,4,5.92,5,2024-03-05,16,Tuesday,3,10
1997,2024-07-14 09:26:00,Azúcar Cartavio 1kg,Abarrotes,3.56,4,14.24,5,2024-07-14,9,Sunday,7,28
1998,2024-04-12 11:32:00,Mantequilla Gloria 100g,Lácteos,4.31,1,4.31,3,2024-04-12,11,Friday,4,15
1999,2024-02-20 10:08:00,Sublime 36g,Snacks,1.48,3,4.44,7,2024-02-20,10,Tuesday,2,8
2000,2024-01-24 20:51:00,Pepsi 500ml,Bebidas,2.29,3,6.87,2,2024-01-24,20,Wednesday,1,4
2001,2024-04-27 07:12:00,Aceite Primor 1L,Abarrotes,8.79,2,17.58,4,2024-04-27,7,Saturday,4,17
2002,2024-02-17 07:27:00,Agua San Luis 2.5L,Bebidas,3.55,1,3.55,1,2024-02-17,7,Saturday,2,7
2003,2024-06-24 17:00:00,Yogurt Gloria Fresa 1kg,Lácteos,6.37,2,12.74,3,2024-06-24,17,Monday,6,26
2004,2024-04-30 21:44:00,Leche Gloria Entera 1L,Lácteos,4.92,1,4.92,3,2024-04-30,21,Tuesday,4,18
2005,2024-07-31 20:48:00,Lejía Clorox 900ml,Limpieza,4.47,1,4.47,6,2024-07-31,20,Wednesday,7,31
2006,2024-07-14 18:49:00,Sardina Florida 425g,Conservas,4.3,2,8.6,4,2024-07-14,18,Sunday,7,28
2007,2024-06-01 20:22:00,Pañales Huggies T4 x28,Higiene,34.35,2,68.7,6,2024-06-01,20,Saturday,6,22
2008,2024-01-07 09:11:00,Queso Edam Gloria 250g,Lácteos,12.4,1,12.4,3,2024-01-07,9,Sunday,1,1
2009,2024-05-08 18:58:00,Jabón Bolivar 230g,Limpieza,2.82,1,2.82,6,2024-05-08,18,Wednesday,5,19
2010,2024-05-07 07:19:00,Leche Evaporada Gloria,Lácteos,3.12,2,6.24,3,2024-05-07,7,Tuesday,5,19
2011,2024-06-16 07:18:00,Lejía Clorox 900ml,Limpieza,4.47,2,8.94,6,2024-06-16,7,Sunday,6,24
2012,2024-01-09 08:11:00,Galletas Oreo 36g,Snacks,1.49,1,1.49,7,2024-01-09,8,Tuesday,1,2
2013,2024-08-01 07:22:00,Sublime 36g,Snacks,1.52,3,4.56,7,2024-08-01,7,Thursday,8,31
2014,2024-07-24 11:20:00,Papel Higiénico Elite x4,Higiene,8.94,1,8.94,6,2024-07-24,11,Wednesday,7,30
2015,2024-06-24 21:41:00,Lejía Clorox 900ml,Limpieza,4.47,3,13.41,6,2024-06-24,21,Monday,6,26
2016,2024-03-18 20:38:00,Pepsi 500ml,Bebidas,2.3,4,9.2,2,2024-03-18,20,Monday,3,12
2017,2024-07-01 21:07:00,Galletas Oreo 36g,Snacks,1.54,1,1.54,7,2024-07-01,21,Monday,7,27
2018,2024-07-13 20:09:00,Chancay 60g,Panadería,0.5,1,0.5,8,2024-07-13,20,Saturday,7,28
2019,2024-03-07 09:46:00,Queso Edam Gloria 250g,Lácteos,12.45,2,24.9,3,2024-03-07,9,Thursday,3,10
2020,2024-03-13 08:29:00,Pasta Dental Colgate,Higiene,5.35,2,10.7,6,2024-03-13,8,Wednesday,3,11
2021,2024-03-05 21:49:00,Detergente Ace 850g,Limpieza,11.93,1,11.93,6,2024-03-05,21,Tuesday,3,10
2022,2024-03-16 20:28:00,Aceite Primor 500ml,Abarrotes,5.14,3,15.42,4,2024-03-16,20,Saturday,3,11
2023,2024-06-01 09:02:00,Coca-Cola 500ml,Bebidas,2.54,5,12.7,2,2024-06-01,9,Saturday,6,22
2024,2024-02-14 07:08:00,Sal Marina 1kg,Abarrotes,1.51,2,3.02,5,2024-02-14,7,Wednesday,2,7
2025,2024-08-16 08:44:00,Pañales Huggies T4 x28,Higiene,33.48,3,100.44,6,2024-08-16,8,Friday,8,33
2026,2024-05-25 20:20:00,Sublime 36g,Snacks,1.46,2,2.92,7,2024-05-25,20,Saturday,5,21
2027,2024-04-07 20:21:00,Leche Gloria Entera 1L,Lácteos,4.87,3,14.61,3,2024-04-07,20,Sunday,4,14
2028,2024-04-12 09:16:00,Pañales Huggies T4 x28,Higiene,34.31,3,102.93,6,2024-04-12,9,Friday,4,15
2029,2024-08-02 09:50:00,Agua San Luis 2.5L,Bebidas,3.51,2,7.02,1,2024-08-02,9,Friday,8,31
2030,2024-06-06 20:44:00,Atún Florida 170g,Conservas,3.87,1,3.87,4,2024-06-06,20,Thursday,6,23
2031,2024-02-25 19:17:00,Galletas Oreo 36g,Snacks,1.52,3,4.56,7,2024-02-25,19,Sunday,2,8
2032,2024-03-11 20:38:00,Aceite Primor 500ml,Abarrotes,5.33,4,21.32,4,2024-03-11,20,Monday,3,11
2033,2024-03-10 07:01:00,Harina Blanca Flor 1kg,Abarrotes,3.23,4,12.92,4,2024-03-10,7,Sunday,3,10
2034,2024-03-09 21:06:00,Fideos Lavaggi 500g,Abarrotes,2.46,2,4.92,4,2024-03-09,21,Saturday,3,10
2035,2024-02-26 08:46:00,Sardina Florida 425g,Conservas,4.23,3,12.69,4,2024-02-26,8,Monday,2,9
2036,2024-05-30 21:34:00,Pasta Dental Colgate,Higiene,5.49,2,10.98,6,2024-05-30,21,Thursday,5,22
2037,2024-01-04 21:22:00,Pan de Molde Bimbo 500g,Panadería,6.36,2,12.72,8,2024-01-04,21,Thursday,1,1
2038,2024-02-23 20:43:00,Galletas Soda Field,Snacks,2.76,2,5.52,7,2024-02-23,20,Friday,2,8
2039,2024-06-18 08:40:00,Coca-Cola 500ml,Bebidas,2.51,4,10.04,2,2024-06-18,8,Tuesday,6,25
2040,2024-01-22 09:23:00,Detergente Ariel 850g,Limpieza,12.34,2,24.68,6,2024-01-22,9,Monday,1,4
2041,2024-04-25 06:09:00,Sardina Florida 425g,Conservas,4.22,3,12.66,4,2024-04-25,6,Thursday,4,17
2042,2024-05-24 20:48:00,Detergente Ariel 850g,Limpieza,12.54,2,25.08,6,2024-05-24,20,Friday,5,21
2043,2024-03-01 20:24:00,Galletas Soda Field,Snacks,2.88,3,8.64,7,2024-03-01,20,Friday,3,9
2044,2024-01-25 20:07:00,Leche Gloria Light 1L,Lácteos,4.84,3,14.52,3,2024-01-25,20,Thursday,1,4
2045,2024-07-15 18:35:00,Aceite Primor 1L,Abarrotes,8.82,4,35.28,4,2024-07-15,18,Monday,7,29
2046,2024-04-17 14:20:00,Arroz Costeño 5kg,Abarrotes,17.64,3,52.92,4,2024-04-17,14,Wednesday,4,16
2047,2024-05-08 21:14:00,Sardina Florida 425g,Conservas,4.2,2,8.4,4,2024-05-08,21,Wednesday,5,19
2048,2024-03-14 20:10:00,Pasta Dental Colgate,Higiene,5.47,1,5.47,6,2024-03-14,20,Thursday,3,11
2049,2024-05-16 20:41:00,Inca Kola 500ml,Bebidas,2.53,2,5.06,1,2024-05-16,20,Thursday,5,20
2050,2024-04-08 19:26:00,Leche Gloria Entera 1L,Lácteos,4.71,2,9.42,3,2024-04-08,19,Monday,4,15
2051,2024-06-07 09:39:00,Inca Kola 1.5L,Bebidas,5.66,5,28.3,1,2024-06-07,9,Friday,6,23
2052,2024-07-06 20:20:00,Mantequilla Gloria 100g,Lácteos,4.14,3,12.42,3,2024-07-06,20,Saturday,7,27
2053,2024-06-09 20:23:00,Mantequilla Gloria 100g,Lácteos,4.26,1,4.26,3,2024-06-09,20,Sunday,6,23
2054,2024-05-21 20:54:00,Lejía Clorox 900ml,Limpieza,4.49,1,4.49,6,2024-05-21,20,Tuesday,5,21
2055,2024-02-14 20:20:00,Sal Marina 1kg,Abarrotes,1.48,2,2.96,5,2024-02-14,20,Wednesday,2,7
2056,2024-02-22 20:15:00,Inca Kola 1.5L,Bebidas,5.48,5,27.4,1,2024-02-22,20,Thursday,2,8
2057,2024-07-22 08:32:00,Sal Marina 1kg,Abarrotes,1.53,1,1.53,5,2024-07-22,8,Monday,7,30
2058,2024-08-11 11:15:00,Jabón Bolivar 230g,Limpieza,2.84,2,5.68,6,2024-08-11,11,Sunday,8,32
2059,2024-01-02 19:55:00,Agua San Luis 500ml,Bebidas,1.24,5,6.2,1,2024-01-02,19,Tuesday,1,1
2060,2024-01-19 14:56:00,Lejía Clorox 900ml,Limpieza,4.51,3,13.53,6,2024-01-19,14,Friday,1,3
2061,2024-07-01 08:52:00,Chancay 60g,Panadería,0.49,3,1.47,8,2024-07-01,8,Monday,7,27
2062,2024-07-31 07:23:00,Papel Higiénico Elite x4,Higiene,9.02,2,18.04,6,2024-07-31,7,Wednesday,7,31
2063,2024-06-10 19:50:00,Chifles La Doña 80g,Snacks,1.95,1,1.95,7,2024-06-10,19,Monday,6,24
2064,2024-07-13 09:46:00,Fideos Don Vittorio 500g,Abarrotes,2.78,2,5.56,4,2024-07-13,9,Saturday,7,28
2065,2024-02-06 21:13:00,Jabón Bolivar 230g,Limpieza,2.73,2,5.46,6,2024-02-06,21,Tuesday,2,6
2066,2024-04-27 21:48:00,Agua San Luis 500ml,Bebidas,1.22,2,2.44,1,2024-04-27,21,Saturday,4,17
2067,2024-03-16 16:50:00,Jabón Bolivar 230g,Limpieza,2.83,2,5.66,6,2024-03-16,16,Saturday,3,11
2068,2024-03-11 10:09:00,Mantequilla Gloria 100g,Lácteos,4.15,3,12.45,3,2024-03-11,10,Monday,3,11
2069,2024-08-13 21:45:00,Azúcar Cartavio 1kg,Abarrotes,3.46,3,10.38,5,2024-08-13,21,Tuesday,8,33
2070,2024-05-25 21:45:00,Aceite Primor 1L,Abarrotes,8.99,4,35.96,4,2024-05-25,21,Saturday,5,21
2071,2024-07-09 10:09:00,Yogurt Gloria Fresa 1kg,Lácteos,6.42,3,19.26,3,2024-07-09,10,Tuesday,7,28
2072,2024-03-06 06:54:00,Lejía Clorox 900ml,Limpieza,4.52,1,4.52,6,2024-03-06,6,Wednesday,3,10
2073,2024-05-29 08:46:00,Yogurt Gloria Fresa 1kg,Lácteos,6.6,3,19.8,3,2024-05-29,8,Wednesday,5,22
2074,2024-04-13 20:22:00,Sublime 36g,Snacks,1.47,3,4.41,7,2024-04-13,20,Saturday,4,15
2075,2024-03-21 21:55:00,Chifles La Doña 80g,Snacks,2.02,2,4.04,7,2024-03-21,21,Thursday,3,12
2076,2024-05-03 08:00:00,Sublime 36g,Snacks,1.54,3,4.62,7,2024-05-03,8,Friday,5,18
2077,2024-02-27 20:09:00,Jabón Bolivar 230g,Limpieza,2.82,2,5.64,6,2024-02-27,20,Tuesday,2,9
2078,2024-06-15 08:29:00,Leche Gloria Light 1L,Lácteos,5.02,3,15.06,3,2024-06-15,8,Saturday,6,24
2079,2024-08-03 13:47:00,Inca Kola 500ml,Bebidas,2.48,2,4.96,1,2024-08-03,13,Saturday,8,31
2080,2024-04-12 16:32:00,Coca-Cola 500ml,Bebidas,2.47,1,2.47,2,2024-04-12,16,Friday,4,15
2081,2024-08-04 08:51:00,Chancay 60g,Panadería,0.5,1,0.5,8,2024-08-04,8,Sunday,8,31
2082,2024-03-04 09:11:00,Sublime 36g,Snacks,1.54,3,4.62,7,2024-03-04,9,Monday,3,10
2083,2024-02-28 20:11:00,Sal Marina 1kg,Abarrotes,1.54,1,1.54,5,2024-02-28,20,Wednesday,2,9
2084,2024-05-21 09:12:00,Fideos Lavaggi 500g,Abarrotes,2.56,1,2.56,4,2024-05-21,9,Tuesday,5,21
2085,2024-05-13 20:14:00,Leche Evaporada Gloria,Lácteos,3.22,1,3.22,3,2024-05-13,20,Monday,5,20
2086,2024-05-02 20:20:00,Queso Edam Gloria 250g,Lácteos,12.18,3,36.54,3,2024-05-02,20,Thursday,5,18
2087,2024-01-30 21:12:00,Galletas Oreo 36g,Snacks,1.5,1,1.5,7,2024-01-30,21,Tuesday,1,5
2088,2024-06-02 20:37:00,Arroz Costeño 5kg,Abarrotes,17.88,4,71.52,4,2024-06-02,20,Sunday,6,22
2089,2024-07-03 12:37:00,Leche Gloria Light 1L,Lácteos,4.93,3,14.79,3,2024-07-03,12,Wednesday,7,27
2090,2024-01-01 08:38:00,Pasta Dental Colgate,Higiene,5.5,2,11.0,6,2024-01-01,8,Monday,1,1
2091,2024-03-25 21:41:00,Aceite Primor 500ml,Abarrotes,5.13,3,15.39,4,2024-03-25,21,Monday,3,13
2092,2024-03-04 21:40:00,Chancay 60g,Panadería,0.49,2,0.98,8,2024-03-04,21,Monday,3,10
2093,2024-05-04 09:30:00,Aceite Primor 500ml,Abarrotes,5.09,4,20.36,4,2024-05-04,9,Saturday,5,18
2094,2024-07-13 21:06:00,Agua San Luis 500ml,Bebidas,1.19,4,4.76,1,2024-07-13,21,Saturday,7,28
2095,2024-07-29 07:48:00,Chancay 60g,Panadería,0.49,1,0.49,8,2024-07-29,7,Monday,7,31
2096,2024-03-19 21:06:00,Chifles La Doña 80g,Snacks,1.98,3,5.94,7,2024-03-19,21,Tuesday,3,12
2097,2024-05-26 16:10:00,Arroz Costeño 5kg,Abarrotes,17.78,2,35.56,4,2024-05-26,16,Sunday,5,21
2098,2024-08-06 09:10:00,Aceite Primor 1L,Abarrotes,9.14,3,27.42,4,2024-08-06,9,Tuesday,8,32
2099,2024-06-16 19:49:00,Galletas Oreo 36g,Snacks,1.48,3,4.44,7,2024-06-16,19,Sunday,6,24
2100,2024-04-30 15:23:00,Fideos Don Vittorio 500g,Abarrotes,2.77,2,5.54,4,2024-04-30,15,Tuesday,4,18
2101,2024-07-31 20:19:00,Detergente Ariel 850g,Limpieza,12.55,2,25.1,6,2024-07-31,20,Wednesday,7,31
2102,2024-01-02 18:03:00,Pañales Huggies T3 x30,Higiene,32.21,2,64.42,6,2024-01-02,18,Tuesday,1,1
2103,2024-04-26 06:52:00,Leche Evaporada Gloria,Lácteos,3.14,3,9.42,3,2024-04-26,6,Friday,4,17
2104,2024-03-16 06:20:00,Fideos Don Vittorio 500g,Abarrotes,2.85,4,11.4,4,2024-03-16,6,Saturday,3,11
2105,2024-05-22 12:51:00,Sardina Florida 425g,Conservas,4.23,1,4.23,4,2024-05-22,12,Wednesday,5,21
2106,2024-08-07 07:15:00,Shampoo Head&Shoulders,Higiene,18.31,1,18.31,6,2024-08-07,7,Wednesday,8,32
2107,2024-08-29 21:02:00,Galletas Oreo 36g,Snacks,1.49,3,4.47,7,2024-08-29,21,Thursday,8,35
2108,2024-03-04 09:37:00,Galletas Soda Field,Snacks,2.73,2,5.46,7,2024-03-04,9,Monday,3,10
2109,2024-06-12 21:28:00,Pepsi 500ml,Bebidas,2.25,3,6.75,2,2024-06-12,21,Wednesday,6,24
2110,2024-08-13 16:49:00,Leche Evaporada Gloria,Lácteos,3.18,3,9.54,3,2024-08-13,16,Tuesday,8,33
